;Level;Stance;Claim;Votes
3967;1.0;pro;If society itself was more understanding towards this topic there would be less mental problems after choosing an abortion.;['0', '0', '1', '0', '0']
3968;1.0;con;Many actions are taboo and have negative consequences. This does not mean they should be legalized.;['0', '0', '1', '0', '0']
3969;1.0;con;There is no evidence that the consequences of abortions are caused by its taboo status.;['0', '1', '1', '1', '1']
3970;1.0;con;Recent research suggests that two out of three pregnant persons who have abortions anticipate stigma if others were to learn about it. In a large US survey, 58% of pregnant persons felt they needed to keep their abortion secret from friends and family and 17% believed their regular healthcare provider would treat them differently if they knew about the abortion.;['1', '0', '2', '0', '0']
3971;1.0;con;Another survey on 192 non-pregnant woman shows the effects of unwanted pregnancy on women. 28% were willing to trade time from the end of their life, 16% of women were willing to accept an immediate risk of death and 60% of women were willing to pay some amount of money to avoid pregnancy.;['1', '0', '2', '0', '1']
3972;1.0;pro;A recent study, limited in scope to self-reporting by 987 women visiting CareNet pregnancy centers, found that only 13% of the women had visited a psychologist, psychiatrist, or counselor pre-abortion, but 67.5% sought care post-abortion (p. 115).;['0', '1', '2', '0', '1']
3973;1.0;pro;A study published in the British Journal of Psychiatry found that women who aborted had an 81% increased risk of mental disorders due to abortion, with 10% of that risk able to be directly related to the effects of abortion as compared to women who went to term and the other 71% correlative.;['1', '1', '1', '0', '1']
3974;1.0;pro;The study showed women who get an abortion are 34% more likely to develop an anxiety disorder, 37% more likely to experience depression, 110% more likely to abuse alcohol, 155% more likely to commit suicide and 220% more likely to abuse marijuana.;['0', '0', '1', '0', '0']
3975;1.0;con;Negative emotional and psychological experiences after abortion are often linked to the individual's own views about whether a fetus is a life from the point of conception. This suggests that people will have very different reactions to abortion depending on their beliefs, and reaffirms the view that it is therefore best for women determine the right choice for them.;['1', '0', '2', '1', '0']
3976;1.0;con;This study does not distinguish between mental health outcomes that occurred before abortions and those that occurred afterward, but still claimed to show a causal link between abortion and mental disorders.;['1', '0', '1', '1', '1']
3977;1.0;con;Several researchers and the editor of the Journal found that there were serious issues with methodology and analysis.;['0', '0', '1', '0', '0']
3978;1.0;pro;The overall mental hardships of going through an abortion are more severe than those of just being pregnant.;['0', '1', '0', '0', '0']
3979;1.0;pro;A 2003 study found an increased risk of preterm delivery and mood disorders, such as depression, in women with previous abortions as compared to women who had not had previous abortions.;['0', '1', '1', '2', '1']
3980;1.0;pro;A 2007 study found that women who aborted had an increased risk of later substance abuse or dependance than women who gave birth.;['0', '1', '1', '1', '2']
3981;1.0;pro;A study published in the British Journal of Psychiatry found that women who aborted had an 81% increased risk of mental disorders due to abortion, with 10% of that risk able to be directly related to the effects of abortion as compared to women who went to term and the other 71% correlative.;['1', '2', '0', '0', '2']
3982;1.0;pro;The study showed women who get an abortion are 34% more likely to develop an anxiety disorder, 37% more likely to experience depression, 110% more likely to abuse alcohol, 155% more likely to commit suicide and 220% more likely to abuse marijuana.;['0', '0', '1', '0', '0']
3983;1.0;con;Several researchers and the editor of the Journal found that there were serious issues with methodology and analysis.;['0', '0', '1', '0', '0']
3984;1.0;con;Negative emotional and psychological experiences after abortion are often linked to the individual's own views about whether a fetus is a life from the point of conception. This suggests that people will have very different reactions to abortion depending on their beliefs, and reaffirms the view that it is therefore best for women determine the right choice for them.;['1', '0', '2', '1', '0']
3985;1.0;con;This study does not distinguish between mental health outcomes that occurred before abortions and those that occurred afterward, but still claimed to show a causal link between abortion and mental disorders.;['1', '0', '1', '1', '1']
3986;1.0;con;The mental hardships of pregnancy and the mental hardships of abortion are different for different people. Thus, women should be able to choose, based on their own needs.;['2', '0', '0', '1', '4']
3987;1.0;con;US researchers followed nearly 1,000 women who sought abortions nationwide for five years and found that those who had abortions did not experience more depression, anxiety, low self-esteem or dissatisfaction with life than those who were denied it.;['1', '1', '1', '1', '1']
3988;1.0;con;There might also be 'mental and physical consequences' if a woman has a baby she does not want. It is up to the woman to decide which course of action will cause them the least harm and she should be provided adequate information in order to do so.;['1', '1', '1', '0', '0']
3989;1.0;pro;PPD can, in its serious form, result in postpartum psychosis (1/1000). Psychosis is one of the leading reasons for murdering children in the first year. It makes no sense to make something illegal on the basis that there is some small risk to mental and physical well being as a side effect of a medical treatment.;['1', '1', '1', '0', '0']
3990;1.0;con;A 2017 study of a cohort of Dutch women found no correlation between having an abortion and future mental health difficulties.;['0', '0', '0', '1', '0']
3991;1.0;con;US researchers followed nearly 1,000 women who sought abortions nationwide for five years and found that those who had abortions did not experience more depression, anxiety, low self-esteem or dissatisfaction with life than those who were denied it.;['1', '1', '1', '0', '0']
3992;1.0;con;There are mental and physical consequences to every action. This is not a valid reason to restrict individual freedom.;['2', '3', '2', '8', '27']
3993;1.0;pro;If abortion is banned, there will be two people suffering long term instead of one, as the mother has been forced to have a child and the child has to deal with the emotional toll of being unwanted.;['2', '1', '1', '0', '2']
3994;1.0;con;"The debate of abortion is not simply about one individual's freedom; there are two people involved.";['1', '0', '1', '0', '0']
3995;1.0;con;A woman might feel that her home does not provide a safe environment for a child.;['0', '0', '1', '0', '0']
3996;1.0;pro;Women in physically violent and abusive relationships are likely to stay tethered to abusive partners when they are unable to terminate unwanted pregnancies. This puts both the women and their children at increased risk of violence.;['1', '0', '1', '1', '1']
3997;1.0;pro;Intimate partner violence is common among women having abortions, with between 6% and 22% reporting recent violence from an intimate partner. Concern about violence is a reason some pregnant women decide to terminate their pregnancies as they do not wish to expose children to violence.;['1', '0', '2', '0', '0']
3998;1.0;con;Governments have processes to remove children from these types of situations. This service alongside adoption, imprisonment, and help from family members saves countless children from harm.;['0', '0', '1', '0', '1']
3999;1.0;pro;For example, in the United States, there are the Child Protective Services.;['0', '0', '1', '0', '0']
4000;1.0;con;Adoption does not guarantee a safe life for children.;['1', '0', '2', '0', '0']
4001;1.0;pro;State institutions are bad at properly assessing whether or not the environment of foster homes are safe.;['1', '0', '2', '1', '1']
4002;1.0;pro;Private foster care agencies have allowed criminals and registered sex offenders to acquire licenses and adopt foster children. This has led to neglect, sexual abuse and murders of children.;['0', '1', '1', '0', '0']
4003;1.0;pro;A caseworker in one such agency reported that three girls were happy and healthy in their foster home when in fact they had been dead for three months. This is indicative of the sheer ineptitude of many foster care agencies.;['1', '0', '2', '0', '2']
4004;1.0;pro;Many LGBTQ children in foster homes suffer abuse. As a result, in the US, 56% spent some time homeless because they believed they were safer on the streets than they were in their foster homes (p. 5).;['1', '0', '2', '0', '2']
4005;1.0;pro;According to the Child Advocate Review, the quality of safety assessments only met standards in 46% of reviewed cases (p. 15).;['1', '1', '1', '0', '2']
4006;1.0;pro;The screening process is only as good as the person who makes the assessment and the level of stress or workload they may be facing.;['1', '0', '2', '0', '3']
4007;1.0;pro;In New York, the 40% turnover in caseworkers is testament to the heavy workload they face, which could reflect in the quality of their work.;['0', '0', '1', '0', '0']
4008;1.0;pro;The average foster care social worker is paid $47,372 annually. This is substantially less than other working professionals such as IT Managers ($79,584) or HR managers ($73,474). These workers are then forced to make tough decisions and deal with difficult situations on a day to day basis.;['', '0', '2', '1', '0']
4009;1.0;con;Policies are generally in place to ensure foster homes are safe, including annual reviews.;['0', '0', '1', '0', '0']
4010;1.0;con;In the UK, there is legislation underpinning the work of fostering agencies, requiring them to ensure children are safeguarded and protected from significant harm (p. 14).;['0', '0', '1', '0', '0']
4011;1.0;con;Most children would probably prefer adoption to abortion if given a choice, even if adoption and foster care are not perfect.;['1', '1', '1', '0', '1']
4012;1.0;pro;Even children who undergo horrific abuse still have a strong will to survive, so it is reasonable that the vast majority of children would prefer even the worst forms of adoption to abortion.;['0', '0', '1', '0', '0']
4013;1.0;con;"Some children do overcome the hardships of being unwanted and/or abused, some don't. Suicide rates among youths in foster care are among the highest in the United States. To claim the ""vast majority"" of children would prefer pain, lack of love, disconnectedness and dim future prospects over having not been born at all is supported by unfounded hope alone.";['0', '0', '1', '0', '0']
4014;1.0;pro;It remains the fact that many of adoptees appreciate the fact that they are alive. 7.6 percent of adoptees trying to commit suicide, as stated in this study, are still a small minority.;['0', '0', '1', '1', '0']
4015;1.0;con;Some people are now attempting to sue their parents for recklessly bringing them into the world, as the parents knew of defects and circumstances that handicapped them.;['0', '0', '1', '0', '0']
4016;1.0;pro;This area of law is as yet undeveloped but test cases are forming. This shows that some people don't appreciate having been allowed to be born into adverse conditions.;['0', '0', '1', '0', '0']
4017;1.0;con;These are still a small minority of people. One cannot assume their child will become one of them.;['0', '0', '1', '1', '1']
4018;1.0;con;It is not possible to infer the preferences of an entity that lacks that the mental architecture to carry a preference.;['1', '0', '3', '0', '2']
4019;1.0;pro;The woman and her doctor are in the best position to make such a consequential decision.;['0', '0', '1', '0', '0']
4020;1.0;con;It is reasonable to assume that a late-stage fetus (e.g. 8 months) is no less capable of having a preference than a newborn.;['1', '2', '0', '0', '1']
4021;1.0;pro;This is likely true. A newborn baby has no capability of weighing the benefits and detriments of life or no life. It's a philosophical conundrum even deep-thinking philosophers struggle with.;['0', '0', '1', '0', '0']
4022;1.0;con;There are numerous physiological changes that occur at birth, including shifting the blood flow to pass through the lungs. Previous to birth, a fully conscious individual would suffer from sensory deprivation. Therefore it is probable that some physiological change occurs that ignites consciousness.;['0', '0', '1', '0', '0']
4023;1.0;con;Birth doesn't guarantee a safe life for children. Expecting parents who want a child can't even guarantee a safe life for children. Abortion, however, guarantees that the child will not have a safe life, or a life at all.;['0', '1', '1', '1', '1']
4024;1.0;con;Abortion guarantees a child will not have an unsafe or miserable life. To prevent a likely painful and difficult life can be a blessing.;['0', '0', '1', '0', '0']
4025;1.0;con;Child protective services takes children away from parents, which does not help the women seeking a safe environment and the intervention of the Child Protection Service may make that environment even worse.;['1', '1', '1', '0', '0']
4026;1.0;con;It would be in the state's interest to have as few children taken away from their parents by Child Protective Services as possible. Denying these abortions would mean significant increases in public spending for various social care services.;['1', '1', '1', '0', '0']
4027;1.0;pro;In the long term, this would cause more trouble than allowing a woman to have an abortion when she wants one.;['0', '0', '1', '0', '0']
4028;1.0;pro;Abortion and birth control are fiscally responsible. Spending $235 million on family planning would save $1.32 billion.;['1', '0', '1', '0', '1']
4029;1.0;pro;Women who are denied abortions and instead give birth are 3.77 times more likely to be in poverty and 6.26 times more likely to be on public assistance 6 months after denial than women who received abortions. They are also more likely to be in poverty and remain on public assistance for 4 years after denial of abortion (pp. 411-412).;['1', '0', '1', '1', '2']
4030;1.0;con;This source speaks only of birth control and spending money on contraceptive services being fiscally responsible, not abortion.;['1', '1', '2', '0', '2']
4031;1.0;con;The trend described in the source also appears to hold for positive, healthy relationships. The benefits caused by healthy relationships lasting longer help outweigh any negative effects from bad relationships going longer than they should.;['0', '1', '0', '0', '0']
4032;1.0;pro;Many entire neighborhoods are not safe for raising a child.;['0', '0', '1', '0', '0']
4033;1.0;con;Optimal conditions for child-rearing are relatively rare. Children raised in unsafe environments can survive and thrive despite risk factors.;['0', '0', '2', '0', '1']
4034;1.0;con;This is an overly optimistic view. Childhood neglection, violence and trauma can amount to an ordeal that is all but destroying a child from within.;['1', '1', '1', '0', '1']
4035;1.0;con;Indeed, children can survive in threatening and abusive environments where their future prospects in life are dim. However, it would be irresponsible to put children through such life trauma when we can spare them of it.;['0', '0', '1', '0', '0']
4036;1.0;pro;It's neglectful, indeed possibly mean-spirited, to bring an unloved child into the world only to suffer a difficult, challenging and, likely, painful life when a mother could be sympathetic to a would-be child's future brutal life and prevent it.;['0', '0', '1', '0', '0']
4037;1.0;con;Life begins at conception. Abortion therefore violates the rights to life and bodily autonomy of the fetus.;['0', '0', '1', '0', '0']
4038;1.0;pro;Even though a fetus cannot necessarily exist outside a mother's body immediately, it is a living being with the potential to live a full life and therefore should be protected.;['17', '5', '5', '10', '17']
4039;1.0;pro;"Even if the fetus is not ""human"" in the sense that it looks, walks, and talks like us, the fetus has potentiality. Left untouched, it will develop naturally into a person.";['4', '1', '2', '1', '1']
4040;1.0;con;There is no guarantee that a fetus 'left untouched' would develop into a baby. Regrettably, miscarriages may occur.;['1', '1', '1', '0', '3']
4041;1.0;pro;Miscarriages are remarkably common and as many as 1 in 4 pregnancies end in miscarriage.;['0', '1', '2', '0', '2']
4042;1.0;con;There is a significant difference between a miscarriage and an abortion.;['0', '0', '1', '0', '1']
4043;1.0;con;Miscarriages are not caused by people in most cases. Abortion is done on purpose.;['0', '1', '1', '0', '1']
4044;1.0;con;It is also true, unfortunately, that not all infants develop into adults. However, this does not justify labeling infants as nonpersons.;['0', '0', '1', '0', '0']
4045;1.0;con;"Leaving the fetus in the womb is not the same as leaving it ""untouched"". At multiple stages the fetus requires assistance from the mother's body or it will cease to develop and quickly die.";['1', '1', '1', '1', '3']
4046;1.0;pro;Allowing abortions means allowing people to end potential lives, removing all future possibilities of this being existing and having their own desires and wants.;['5', '1', '1', '1', '1']
4047;1.0;pro;Abortion takes away any future experiences from a baby that was meant to be born.;['1', '0', '2', '0', '1']
4048;1.0;con;The idea that someone is 'meant to do something' or that something is 'meant to happen' is an appeal to an unsubstantiated authority, and thus in effect is really just an attempt to impose the will of one person onto another.;['1', '0', '2', '0', '0']
4049;1.0;con;"The suggestion that a baby was ""meant to be born"" relies on a belief in a higher power which has specific intentions. It is not clear that this is the case.";['1', '1', '1', '0', '4']
4050;1.0;con;Abortions have the same ethical ramifications as abstinence and contraception - all three result in the lack of a life that could have existed. If abortion is unethical, so is avoiding impregnating and avoiding being impregnated at any time.;['0', '0', '1', '0', '0']
4051;1.0;pro;If we draw the line at conception, then all hormone-based contraceptive methods are abortions.;['1', '0', '2', '0', '0']
4052;1.0;pro;Hormone-based contraceptive methods can thicken the lining of the uterus, preventing attachment of the fertilized egg.;['0', '1', '1', '1', '1']
4053;1.0;pro;If life truly were to begin at conception, IVF would also be highly immoral as multiple eggs are fertilized in vitro, and often not all of them used.;['0', '1', '1', '0', '2']
4054;1.0;pro;IVF could be considered even more immoral, since whole teams of people spend lots of time effort and money deliberately pursuing treatments that end up leaving multiple embryos to die in the freezer.;['0', '0', '2', '0', '1']
4055;1.0;con;Some pro-lifers such as Catholics oppose both abortion and IVF, so it is unlikely that they can be convinced to abandon the pro-life position.;['0', '1', '0', '0', '0']
4056;1.0;con;One could plausibly hold that abortion and hormone-based contraceptions are both immoral, so this claim doesn't address the pro-life position completely.;['0', '0', '1', '0', '0']
4057;1.0;con;Not all hormonal contraceptives are abortive. Many prevent ovulation, which means an egg is never released to be fertilized.;['0', '1', '1', '1', '1']
4058;1.0;con;One could reject abortion and accept hormonal contraception if they regard the intention of the woman as morally relevant.;['0', '0', '1', '0', '0']
4059;1.0;pro;In the case of hormonal contraception, if a zygote does fail to implant this was not intended by the woman. Instead, she intended to prevent the meeting of sperm and egg to form the zygote in the first place. In abortion, however, the destruction of the baby is fully intended.;['0', '0', '1', '0', '0']
4060;1.0;con;Given that abstinence and contraception are merely inaction resulting in a lack of life, whereas abortion is an intentional action which leads the destruction of life, the latter is moral by comparison.;['1', '0', '2', '0', '2']
4061;1.0;con;Contraception is not inaction, as it requires very specific actions to be taken.;['1', '0', '1', '1', '2']
4062;1.0;con;The action/inaction distinction is a matter of ease - it is hard to sacrifice your hard-earned money even when you know it's the right thing to do, but easy not to go out and rob a charity. An abortion and a healthy pregnancy both require effort and active intent.;['1', '1', '1', '0', '1']
4063;1.0;con;Neither abortion advocates nor pro-life advocates claim that there is an ethical mandate to bring all theoretically possible life into the world, so this interpretation of the ethical ramifications is an example of an appeal to extremes fallacy.;['0', '1', '1', '0', '2']
4064;1.0;con;This is a fallacy of equivocation. In the event of an abortion, the life of the fetus has already begun, so there exists something to be destroyed.;['0', '2', '0', '0', '3']
4065;1.0;con;"It's philosophically untenable for a third party to make an argument for just one of another person's potential futures, against that person's own interest. Almost anything could conceivably prevent almost anything else in the future; it's called the butterfly effect.";['1', '0', '2', '0', '3']
4066;1.0;con;Vague potential cannot be the foundation of ethically significant decisions. A fetus also has the potential to live a short life filled with suffering, but we do not therefore suggest that all fetuses should be aborted.;['2', '1', '3', '0', '0']
4067;1.0;con;This is a far less common outcome for babies in modern society than a long life, so it should not be assumed that any particular baby will have to undergo this.;['0', '0', '1', '0', '0']
4068;1.0;con;Until a gestation in progress is entirely outsourceable, like parenting is, it is not ethical to force involuntary servitude (ex: forced gestation) on a person because they are pregnant.;['3', '0', '2', '0', '2']
4069;1.0;con;The potential to have a full life does not guarantee that the life should be protected.;['3', '1', '2', '1', '5']
4070;1.0;pro;A person dying of kidney failure still has the potential for full life, but that does not grant them the right to risk the life of someone else by demanding a kidney transplant. In the same way, a fetus with the potential for full life cannot demand the use of the mother's body because pregnancy risks the mother's life.;['0', '0', '1', '0', '0']
4071;1.0;con;The number of pregnancies that are life-threatening to the mother is extremely small.;['1', '1', '1', '0', '1']
4072;1.0;con;Some conceptions fail because the fertilised egg never implants in the uterus. Human reproduction is just too inefficient to consider conception the beginning of even a potential life.;['3', '2', '0', '1', '5']
4073;1.0;pro;Conception, if scientifically defined as when a sperm and egg merge, takes place at any time from moments after male ejaculation until days later. Therefore, the concept that life begins at conception is nebulous at best and has little practical value for determining the beginning of a life.;['2', '1', '1', '0', '3']
4074;1.0;con;Every living human's life ultimately began at conception. It makes no moral difference that some were ended sooner than others.;['4', '2', '0', '0', '2']
4075;1.0;pro;The right to life should be considered fundamental and absolute.;['0', '0', '3', '0', '0']
4076;1.0;pro;The right to life is enshrined in Article 3 of the Universal Declaration of Human Rights.;['0', '0', '1', '0', '0']
4077;1.0;con;The fact that the right to life is enshrined in the Universal Declaration of Human Rights (UDHR) doesn't make the right to life absolute. The UDHR says nothing about the right to life of animals or (hypothetical) aliens. The first article makes it clear that such rights begin at birth (p. 120).;['1', '0', '2', '0', '2']
4078;1.0;con;The Universal Declaration of Human Rights is not a legally binding instrument.;['1', '0', '1', '2', '0']
4079;1.0;con;The legal ramifications of a document have no bearing on the moral applicability of its implications.;['0', '0', '2', '0', '1']
4080;1.0;pro;The right to life is fundamental because it is crucial in order to allow people to access their other rights and make any future choices.;['0', '0', '0', '1', '0']
4081;1.0;con;Governments do not do everything they can to ensure that people remain alive for as long as possible, which they should if the right to life is absolute and fundamental.;['0', '0', '1', '0', '0']
4082;1.0;pro;Governments do not make it a requirement of people to donate organs even though this would mean being able to save many people's lives.;['1', '0', '2', '0', '1']
4083;1.0;pro;Governments do not put all of their money into healthcare and medical research to allow people to live as long as possible.;['1', '0', '2', '0', '1']
4084;1.0;con;The government made murder illegal because it violates the right to life. The same should go for abortion.;['0', '2', '1', '0', '1']
4085;1.0;con;The 'right to life' is not the same as 'the right to be kept alive for as long as possible'. It only means that a human has the right to live, and should not be killed by another human being.;['0', '1', '2', '0', '1']
4086;1.0;con;Governments do not do many other things that are good for the population. What governments do or fail to do shouldn't be used as an argument for the morality of anything.;['0', '1', '1', '0', '2']
4087;1.0;con;Capital punishment is still legal in a number of countries, and in a number of US states. This shows that at times the state condones the ending of life, meaning the right is not absolute.;['0', '0', '1', '0', '0']
4088;1.0;con;Capital punishment is a specific circumstance where people have committed a heinous crime and therefore have a number of their rights restricted or taken away.;['0', '2', '1', '0', '1']
4089;1.0;con;The removal of rights after due process is never the case with abortion. The gestating human has either done nothing to warrant the removal of their rights, or does not even possess such rights. Capital punishment has no bearing on the abortion discussion.;['1', '0', '2', '0', '2']
4090;1.0;pro;Capital punishment is a penalty meant for someone who committed serious crimes. The fetus' life should not be terminated since he/she did not commit any crime.;['1', '0', '1', '1', '1']
4091;1.0;con;Capital punishment is an act of self-defense, imparted only by the State, and is an act of last resort, i.e. the prisoner is still a danger to society. It is not a statement on the value or right to life of the one being executed.;['0', '2', '1', '0', '1']
4092;1.0;pro;Capital punishment protects the right to life by establishing consequences for murderers.;['0', '1', '1', '0', '1']
4093;1.0;pro;Biological facts indicate that fetuses are human.;['18', '6', '5', '6', '7']
4094;1.0;pro;Human embryos autonomously direct their own development after conception, even when they are not in their mothers’ wombs.;['1', '2', '1', '0', '3']
4095;1.0;con;This is not enough to define embryos as complete humans worthy of every human right.;['1', '0', '2', '0', '1']
4096;1.0;pro;Human development is a continuum, except at conception and at birth, which are the only possible candidates for the beginning of personhood. Many people agree that late-term fetuses are persons, meaning that personhood must begin at conception.;['3', '2', '1', '0', '4']
4097;1.0;con;This continuity begins with sperm and egg, which would make masturbation similar to abortion.;['2', '0', '2', '1', '2']
4098;1.0;con;Masturbation generally does not include both eggs and sperms present simultaneously, and by most definitions does not include fertilization. There is a distinct beginning of continuity with fertilization.;['0', '0', '2', '0', '0']
4099;1.0;pro;There is a big jump between sperm cells and a baby with formed organs inside a mothers womb not yet able to live on its own.;['0', '0', '1', '0', '0']
4100;1.0;con;There is no scientific basis to give personhood to the gametes of any of the two sexes. Neither of them is a totipotent cell, with the potentiality to become human beings on their own.;['0', '0', '1', '0', '0']
4101;1.0;con;A sperm plus an egg would give rise to such a totipotent cell. If such a cell is of moral value, it stands to reason that what gives rise to it is also of moral value. In that case, destroying or preventing the development of a sperm plus egg would be as immoral as destroying or preventing the development of a zygote or fetus.;['0', '0', '1', '0', '0']
4102;1.0;con;There is a discontinuity. At first the fetus is unable to survive on its own outside the body of the mother. Then at some point the baby is able to survive on its own.;['2', '0', '2', '0', '1']
4103;1.0;con;It is not entirely clear at what stage during the pregnancy this occurs, making it difficult to draw a line about when abortion would and would not be acceptable based on this.;['0', '0', '2', '0', '1']
4104;1.0;con;Survival is a poor criteria to determine the beginning of a human life. Newborns cannot survive on their own either.;['1', '0', '2', '0', '2']
4105;1.0;con;'At some point' is not a true discontinuity anymore than a bird flying at some point or a joey leaving the pouch at some point is. It is just a mark of growth, not a discontinuous stage like a larva or chrysalis would be.;['0', '0', '2', '0', '2']
4106;1.0;con;There is no discontinuity in human development between adolescence and adulthood, yet we still recognize them as distinct phases of life. There's no rule saying a phase change requires discontinuity.;['2', '1', '1', '0', '1']
4107;1.0;con;"It is recognized that embryo, fetus and child are distinct phases of life, exactly like adolescence and adulthood are. The point is that human life is equaly valuable in all of its phases; old age, adulthood, adolescence, childhood, newborn, fetus, embryo.";['0', '1', '1', '0', '2']
4108;1.0;pro;After 4-6 weeks of fetal development, the fetus develops a heartbeat. A heartbeat is an indication of life so the fetus should get legal protections as a human with the right to life.;['4', '4', '1', '0', '2']
4109;1.0;pro;If we claim a person to be dead when their heart stops beating, life should begin when their heart starts beating. Claiming the fetus is not independently survivable at that point doesn't matter. Many people are kept alive by the assistance of machinery and technology.;['2', '2', '0', '0', '1']
4110;1.0;con;CPR happens when a heart stops beating and doesn't stop without reason, until then only a doctor can pronounce someone dead. This is because even people with experience and knowledge can't call someone else dead because their heart stops beating.;['1', '1', '1', '0', '1']
4111;1.0;con;This would imply that a heart beating was a necessary condition for human personhood, not that it was a sufficient condition.;['0', '0', '1', '0', '0']
4112;1.0;con;A beginning and end are different. A person dying when their heart stops doesn't mean the heart beating is when it starts.;['1', '1', '1', '0', '1']
4113;1.0;con;A heartbeat is not enough to define life. The neural system is far more relevant to draw a line between an alive and conscious human and a bunch of worthless cells.;['1', '1', '1', '0', '4']
4114;1.0;con;While a fetus doesn't have brain and heart activity, all its cells are working together for the survival of the system as a whole. This is an important component of cellular organization, a central benchmark of biological life.;['0', '1', '2', '0', '1']
4115;1.0;con;Given scientists and philosophers haven't reached a consensus on the difference between a human and a fetus in terms of the brain, using the brain as the sole criteria is an unnecessary ethical risk.;['0', '1', '1', '0', '1']
4116;1.0;con;"We do not consider it murder to ""pull the plug"" on someone who is brain dead, even if their heart is beating.";['1', '1', '1', '1', '2']
4117;1.0;pro;"A heartbeat is a mechanical function like any other. Machines can be designed with systems which are analogous to heartbeats. The heartbeat is ""an indication of life"" insofar as a person without a heartbeat is generally either dead or likely to die imminently, not such that an object having a ""heartbeat"" makes it a living being.";['0', '0', '2', '0', '0']
4118;1.0;con;"Pulling the plug on a brain dead person occurs when medical professionals agree there is very little to no chance at life. This is not always the case for ""voluntarily"" aborted fetuses.";['0', '0', '2', '0', '1']
4119;1.0;con;"Some people do in fact always consider it wrong to end the life of someone who is in a coma.  As long as the patient isn't brain dead (i.e. ""dead"") then it's wrong to pull the plug.";['0', '0', '1', '0', '0']
4120;1.0;con;Though what seems like a heartbeat happens after twenty days, the heart isn't developed until twenty weeks.;['0', '0', '0', '0', '0']
4121;1.0;pro;Biology textbooks are consistent that the lifecycle of a genetically distinct human organism begins at conception.;['1', '3', '1', '0', '4']
4122;1.0;pro;The human life cycle begins at fertilization, when an egg cell inside a woman and a sperm cell from a man fuse to form a one-celled zygote.;['1', '0', '3', '0', '2']
4123;1.0;con;Before fertilization, the exact same components are present as an egg and sperm. If destroying a zygote is immoral, likewise the destruction of the egg and/or the sperm that would produce it would be immoral. But the destruction of the egg or sperm is not immoral, and so destroying a zygote wouldn't be immoral.;['0', '0', '1', '0', '0']
4124;1.0;pro;Biology does not treat mother and fetus as one organism, but two separate and distinct human organisms.;['0', '0', '2', '0', '1']
4125;1.0;pro;The unborn human has its DNA set from conception. While similar to the mother's and father's due to inherited chromosomes and genetic traits, the DNA is not the same as the mother's.;['1', '1', '1', '0', '1']
4126;1.0;con;DNA is not set but changes over time.;['1', '1', '1', '0', '1']
4127;1.0;con;Suppose the fetus was not genetically unique from its mother (something which is possible), that would have no bearing on the question as to whether abortion was moral or not. Thus, genetic uniqueness is an irrelevant criterion when deciding the morality of abortion.;['0', '0', '1', '0', '0']
4128;1.0;pro;While present in the mother's body, the fertilized egg is not part of the body and never becomes part of the mother's body. It travels through the fallopian tube entirely independent of the mother's nutrients until it attaches via placenta into the womb.;['0', '0', '1', '0', '0']
4129;1.0;con;"A fertilized egg becomes a fetus which is physically connected to the mother's body via the umbilical cord; it is dependent on her body for nutrients, and cannot sustain its own life, therefore it is not yet separate from her body but an extension of it.";['0', '0', '1', '0', '0']
4130;1.0;con;Tonsils and tumors are genetically human, yet it is not immoral to excise and destroy them. Thus, being genetically human is not sufficient.;['0', '0', '1', '0', '1']
4131;1.0;pro;Having different DNA does not mean it is a separate and valid life by any means. Bacteria and some cancers have different DNA and we commonly remove it when it is growing unwanted in the human body.;['0', '0', '1', '0', '0']
4132;1.0;con;Tonsils and tumors are not an entire human organism, just a part. The argument is that it is immoral to destroy an entire human organism, which a baby is.;['0', '0', '1', '0', '0']
4133;1.0;con;The majority of biology textbooks used to use creationism to describe the world's history and omitted evolution. The fact that biology textbooks are consistent in how they describe conception is not a reason we should believe in that description.;['1', '1', '4', '0', '2']
4134;1.0;con;Just because biology textbooks got something wrong in the past doesn't mean that their views on embryology are wrong now.;['0', '0', '1', '0', '0']
4135;1.0;pro;When a biology textbook says that DNA has a double helix structure, it would make little sense to doubt that just because other textbooks used to teach creationism.;['0', '0', '1', '0', '0']
4136;1.0;con;Tadpoles are the beginning of the frog lifecycle. They are still not frogs any more than caterpillars are butterflies or blastocysts are human.;['2', '2', '1', '0', '2']
4137;1.0;con;The science of embryology directly falsifies this claim. Natural, developmental changes in the outward appearance of a living organism - even dramatic changes like with the butterfly - do not produce a different kind of organism. According to modern embryology, a zygote is a distinct, living, and whole human being.;['0', '0', '2', '0', '2']
4138;1.0;con;They would still have the same DNA as a frog, which makes them a frog.;['0', '0', '2', '0', '2']
4139;1.0;con;Actually frogspawn is the beginning of the frog lifecycle. And by this kind of thinking, you could argue that a child shouldn't be considered human because it hasn't grown into an adult yet.;['0', '0', '2', '0', '2']
4140;1.0;pro;A living human organism develops through stages, but is not biologically less or more a human organism at any stage. Some of the various stages are zygote, blastula, embryo, fetus, neonate, infant, adolescent, and adult.;['0', '1', '1', '0', '2']
4141;1.0;con;Being a biological human being is legally and morally distinct from being a person with the rights and responsibilities ascribed to legal personhood.;['1', '1', '2', '0', '3']
4142;1.0;pro;Even if a fetus is considered human, it does not have a 'right to life' as it does not qualify for the status of 'personhood.';['1', '0', '2', '0', '1']
