;Level;Stance;Claim;Votes
1227;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1228;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1229;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1230;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1231;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1232;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1233;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1234;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1235;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1236;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1237;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1238;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1239;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1240;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1241;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1242;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1243;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1244;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1245;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1246;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1247;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1248;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1249;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1250;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1251;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1252;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1253;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1254;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1255;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1256;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1257;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1258;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1259;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1260;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1261;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1262;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1263;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1264;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1265;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1266;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1267;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1268;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1269;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1270;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1271;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1272;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1273;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1274;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1275;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1276;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1277;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1278;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1279;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1280;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1281;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1282;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1283;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1284;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1285;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1286;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1287;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1288;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1289;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1290;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1291;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1292;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1293;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1294;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1295;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1296;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1297;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1298;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1299;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1300;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1301;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1302;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1303;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1304;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1305;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1306;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1307;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1308;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1309;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1310;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1311;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1312;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1313;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1314;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1315;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1316;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1317;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1318;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1319;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1320;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1321;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1322;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1323;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1324;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1325;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1326;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1327;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1328;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1329;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1330;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1331;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1332;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1333;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1334;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1335;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1336;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1337;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1338;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1339;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1340;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1341;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1342;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1343;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1344;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1345;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1346;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1347;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1348;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1349;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1350;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1351;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1352;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1353;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1354;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1355;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1356;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1357;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1358;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1359;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1360;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1361;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1362;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1363;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1364;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1365;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1366;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1367;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1368;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1369;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1370;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1371;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1372;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1373;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1374;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1375;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1376;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1377;1.3;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1378;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1379;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1380;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1381;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1382;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1383;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1384;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1385;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1386;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1387;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1388;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1389;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1390;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1391;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1392;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1393;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1394;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1395;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1396;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1397;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1398;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1399;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1400;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1401;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1402;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1403;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1404;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1405;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1406;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1407;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1408;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1409;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1410;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1411;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1412;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1413;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1414;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1415;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1416;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1417;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1418;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1419;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1420;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1421;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1422;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1423;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1424;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1425;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1426;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1427;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1428;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1429;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1430;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1431;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1432;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1433;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1434;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1435;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1436;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1437;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1438;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1439;1.4;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1440;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1441;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1442;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1443;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1444;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1445;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1446;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1447;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1448;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1449;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1450;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1451;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1452;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1453;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1454;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1455;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1456;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1457;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1458;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1459;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1460;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1461;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1462;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1463;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1464;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1465;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1466;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1467;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1468;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1469;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1470;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1471;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1472;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1473;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1474;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1475;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1476;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1477;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1478;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1479;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1480;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1481;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1482;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1483;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1484;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1485;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1486;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1487;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1488;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1489;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1490;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1491;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1492;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1493;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1494;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1495;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1496;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1497;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1498;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1499;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1500;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1501;1.5;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1502;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1503;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1504;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1505;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1506;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1507;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1508;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1509;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1510;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1511;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1512;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1513;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1514;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1515;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1516;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1517;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1518;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1519;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1520;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1521;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1522;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1523;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1524;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1525;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1526;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1527;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1528;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1529;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1530;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1531;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1532;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1533;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1534;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1535;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1536;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1537;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1538;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1539;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1540;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1541;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1542;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1543;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1544;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1545;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1546;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1547;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1548;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1549;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1550;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1551;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1552;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1553;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1554;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1555;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1556;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1557;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1558;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1559;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1560;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1561;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1562;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1563;1.6;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1564;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1565;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1566;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1567;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1568;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1569;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1570;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1571;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1572;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1573;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1574;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1575;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1576;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1577;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1578;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1579;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1580;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1581;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1582;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1583;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1584;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1585;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1586;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1587;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1588;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1589;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1590;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1591;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1592;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1593;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1594;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1595;1.0;pro;People tend to not seek information when they are unaware that the information exists or is important.;[]
1596;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1597;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1598;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1599;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1600;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1601;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1602;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1603;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1604;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
1605;1.0;con;People tend to not seek information when they are unaware that the information exists or is important.;[]
